year,province,city,prov_code,city_code,region,hu_line,gdp,gdp_per_capita,gdp_growth,retail_sales,fixed_asset_inv,real_estate_inv,pop_hukou,pop_urban_hukou,pop_avg,employees,emp_secondary,emp_tertiary,fiscal_revenue,fiscal_exp,edu_exp,sci_exp,secondary_share,tertiary_share,industrial_firms,industrial_profit,fdi,exports,bank_deposits,bank_loans,uni_students,uni_students_per10k,highway_passenger,mobile_users,internet_users,so2_emission,wastewater,sewage_treatment_rate,pm25,lccp_treat,lccp_batch,lccp_first_year,sponge_treat,sponge_batch,sponge_first_year,cbec_treat,cbec_batch,cbec_first_year,ltci_treat,ltci_batch,ltci_first_year,smart_treat,smart_batch,smart_first_year
2007,浙江省,台州市,330000,331000,东部,东南侧,17218413.0,30366.0,14.5,5961674.0,7276442.0,957290.0,569.39,,569.09,50.0,27.05,22.49,1088551.0,1269285.0,332682.0,32356.0,53.86,39.55,5474.0,1202461.0,31150.0,,19213038.0,15770372.0,24307.0,,19564.0,518.0,461203.0,65624.0,5292.0,56.0,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2008,浙江省,台州市,330000,331000,东部,东南侧,19652660.0,34374.0,9.6,7097113.0,7595782.0,1262494.0,574.06,,572.67,58.0,33.8,23.92,1260498.0,1538078.0,390568.0,40669.0,52.79,40.41,6262.0,993352.0,23890.0,,23533774.0,18930765.0,27254.0,,20621.0,554.0,558170.0,48378.0,5328.0,66.0,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2009,浙江省,台州市,330000,331000,东部,东南侧,20404529.0,35489.0,8.52,8178784.0,8340996.0,1522741.0,578.47,,576.26,64.0,38.5,25.25,1360227.0,1759524.0,449578.0,45914.0,51.84,41.68,6210.0,1326342.0,18806.0,,29356051.0,25180611.0,29164.0,50.0,22398.0,567.0,752645.0,30878.0,5125.0,72.0,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2010,浙江省,台州市,330000,331000,东部,东南侧,24264533.0,41172.0,13.2,9604506.0,9502414.0,1960774.0,583.14,,580.81,70.0,42.8,26.5,1648845.0,2227592.0,515679.0,57589.0,51.69,41.69,7308.0,1882838.0,13206.0,,35884773.0,30558214.0,29749.0,51.0,29623.0,720.0,863564.0,24552.0,5709.0,76.0,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2011,浙江省,台州市,330000,331000,东部,东南侧,27544144.0,46011.0,8.0,11323711.0,10078106.0,3191643.0,586.8,,585.0,86.0,58.19,27.64,2001150.0,2655309.0,623131.0,56423.0,50.49,42.64,3040.0,1752665.0,14301.0,,39989019.0,34707628.0,30933.0,53.0,29973.0,791.0,1126632.0,48981.0,6305.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2012,浙江省,台州市,330000,331000,东部,东南侧,29112616.0,48505.0,7.1,13043014.0,12425575.0,3573761.0,591.0,,588.9,97.0,66.0,30.66,2204230.0,2879269.0,739748.0,78933.0,48.76,44.34,3378.0,1807704.0,47520.0,,44573554.0,37839726.0,31132.0,53.0,30210.0,783.0,1270000.0,44209.0,6152.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2013,浙江省,台州市,330000,331000,东部,东南侧,31533369.0,53086.0,8.32,14492679.0,15078661.0,4535381.0,594.0,,592.5,102.0,71.1,31.04,2477341.0,3290300.0,776018.0,88293.0,48.06,45.17,3733.0,1975263.0,40001.0,,51541069.0,43402430.0,32018.0,295.0,29776.0,745.0,1510000.0,43170.0,31025.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2014,浙江省,台州市,330000,331000,东部,东南侧,33873783.0,56208.0,7.5,16463225.0,17659343.0,4960473.0,597.1,,595.6,107.0,76.26,31.1,2652092.0,3714666.0,838763.0,98099.0,46.61,47.02,3804.0,2061537.0,27705.0,,56090430.0,49122356.0,32631.0,55.0,12931.0,759.0,1680000.0,28083.0,6822.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2015,浙江省,台州市,330000,331000,东部,东南侧,35538533.0,58917.0,6.44,18266783.0,19960258.0,4386861.0,597.49,,597.3,101.0,69.48,31.58,2980170.0,4572105.0,986283.0,167047.0,44.11,49.42,3672.0,2131978.0,11635.0,,61886513.0,54296010.0,33567.0,56.0,12064.0,740.0,1790000.0,31868.0,6251.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2016,浙江省,台州市,330000,331000,东部,东南侧,38986594.0,64287.0,7.8,20131405.0,22726317.0,4242066.0,600.0,,599.0,94.0,63.09,31.0,3432835.0,5143996.0,1084686.0,115254.0,43.5,49.98,3618.0,2598113.0,33683.0,,69232204.0,57589217.0,34205.0,,9895.0,771.0,2080000.0,13211.0,5725.0,,,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2017,浙江省,台州市,330000,331000,东部,东南侧,43882200.0,71950.0,7.68,22357308.0,,4610267.0,604.0,,602.0,101.0,69.53,31.65,3822482.0,5630966.0,1226156.0,137217.0,44.135,49.89,3760.0,2779066.0,44332.0,,74292622.0,63666783.0,34728.0,,8236.0,826.0,2260000.0,10958.0,5125.0,,32.0,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2018,浙江省,台州市,330000,331000,东部,东南侧,48746696.0,79541.0,7.57,23668763.0,,6595529.0,605.0,,604.0,95.0,63.35,31.55,4311768.0,6537506.0,1345144.0,169642.0,44.77,49.8,3801.0,3141669.0,28893.0,15375961.0,83857431.0,72887742.0,35216.0,,6992.0,958.0,2450000.0,8004.0,5114.0,,28.0,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2019,浙江省,台州市,330000,331000,东部,东南侧,51340000.0,83555.0,5.05,25446294.0,,7909506.0,607.0,,606.0,88.0,50.13,37.8,4384983.0,7703304.0,1473112.0,287879.0,45.58,48.93,4309.0,3315417.0,62272.0,15651471.0,93454500.0,85046532.0,37349.0,,8314.0,961.0,2530000.0,6034.0,5105.0,,25.0,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2020,浙江省,台州市,330000,331000,东部,东南侧,52630000.0,79889.0,3.38,23960699.0,,,606.5,,,85.0,,,4012385.0,7001415.0,1491485.0,175336.0,43.66,50.73,4611.0,3956061.0,,17608621.0,104520942.0,98324505.0,39955.0,,5076.0,944.0,2680000.0,3815.0,,,25.0,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2021,浙江省,台州市,330000,331000,东部,东南侧,57860000.0,87089.0,8.28,26056222.0,,,606.0,282.0,,91.0,,,4554334.0,7348054.0,1581500.0,221466.0,43.95,50.8,5281.0,4275233.0,,21970924.0,118365226.0,116030483.0,42356.0,,1330.0,928.0,2830000.0,3119.0,,,21.0,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2022,浙江省,台州市,330000,331000,东部,东南侧,60410000.0,90572.0,2.7,25859776.0,,,605.0,296.0,,91.0,,,4407498.0,8349302.0,1746919.0,268593.0,43.69,50.85,5545.0,4037535.0,,25266899.0,137171904.0,137089139.0,44744.0,,662.0,955.0,,3831.0,,,21.0,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
2023,浙江省,台州市,330000,331000,东部,东南侧,62410000.0,93214.0,4.5,27662319.0,,,,,,,,,4942788.0,8366080.0,1919376.0,316323.0,42.12,52.53,,4439677.0,,25145338.0,154407902.0,159201645.0,78244.0,,,954.0,,3845.0,,,22.0,0,0,0,0,0,0,1,2,2019,0,0,0,0,0,0
1990,浙江省,丽水市,330000,331100,东部,东南侧,244500.0,1391.0,,,4334.0,,240.14,,31.94,,2.95,3.65,21800.0,34300.0,,,30.398,35.55,,,,,,,861.0,,2162.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1991,浙江省,丽水市,330000,331100,东部,东南侧,288597.0,1640.0,,123560.0,4723.0,,240.72,,32.13,,2.96,4.26,22945.0,36930.0,,,32.207,37.304,,,111.0,,,,792.0,,2567.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1992,浙江省,丽水市,330000,331100,东部,东南侧,369500.0,2115.0,,149865.0,7128.0,,241.25,,53.78,,2.69,4.35,23362.0,41703.0,9392.0,,32.878,34.971,,,185.0,,,,929.0,,2630.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1993,浙江省,丽水市,330000,331100,东部,东南侧,538300.0,2591.0,,170338.0,10981.0,,241.79,,75.44,,2.42,4.45,32684.0,49473.0,10644.0,,33.549,32.638,,,259.0,,,,1066.0,,2693.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1994,浙江省,丽水市,330000,331100,东部,东南侧,785700.0,3066.0,,269661.0,17277.0,,242.57,,97.09,18.0,2.15,4.54,37303.0,64294.0,17268.0,,34.22,30.305,,,333.0,,,,1317.0,,2756.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1995,浙江省,丽水市,330000,331100,东部,东南侧,944300.0,3541.0,-43.3,352800.0,26973.0,22067.0,243.4,,118.74,20.0,2.92,6.06,41923.0,79115.0,23891.0,,39.7,26.5,,,294.0,,,,1615.0,,2819.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1996,浙江省,丽水市,330000,331100,东部,东南侧,1065600.0,4016.0,78.0,398500.0,15405.0,30485.0,244.94,,140.39,19.0,2.51,5.18,46542.0,93936.0,30515.0,,36.5,29.9,,,317.0,,,,1452.0,,2881.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1997,浙江省,丽水市,330000,331100,东部,东南侧,1128200.0,4492.0,43.0,426237.0,119869.0,20060.0,245.85,,162.05,17.0,2.71,6.12,51161.0,108758.0,37138.0,,40.95,31.14,,,341.0,,,,1293.0,,2944.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1998,浙江省,丽水市,330000,331100,东部,东南侧,1160500.0,4967.0,8.0,450000.0,224333.0,11023.0,246.76,,183.7,16.0,2.9,7.07,55781.0,123579.0,43762.0,,38.1,34.0,,,364.0,,,,1066.0,,3007.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1999,浙江省,丽水市,330000,331100,东部,东南侧,1221700.0,5442.0,9.35,480000.0,328797.0,20500.0,247.67,,205.35,14.0,3.1,8.02,60400.0,138400.0,50386.0,,38.65,34.5,,,388.0,,,,1454.0,,3070.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2000,浙江省,丽水市,330000,331100,东部,东南侧,1367613.0,5918.0,10.7,637800.0,433261.0,63965.0,248.58,,227.01,13.0,3.3,8.96,76200.0,165400.0,57009.0,,39.2,35.0,295.0,,411.0,,,,4131.0,,3133.0,,,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2001,浙江省,丽水市,330000,331100,东部,东南侧,1589669.0,6393.0,12.05,843396.0,616359.0,117636.0,248.73,,248.66,12.0,3.09,8.88,117300.0,238300.0,63633.0,,41.55,35.34,342.0,,807.0,,,,5631.0,,3202.0,28.0,50944.0,,,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2002,浙江省,丽水市,330000,331100,东部,东南侧,1851028.0,7434.0,13.4,936924.0,810935.0,180367.0,249.28,,249.63,13.0,3.36,8.94,127500.0,297100.0,70256.0,,42.73,36.97,408.0,,989.0,,,,8671.0,,2527.0,41.0,27723.0,,,47.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2003,浙江省,丽水市,330000,331100,东部,东南侧,2202878.0,8835.0,14.5,1050117.0,1433648.0,258282.0,249.4,,250.6,13.0,3.49,9.23,147841.0,356005.0,76880.0,2223.0,44.21,38.09,521.0,,1245.0,,2996662.0,2308427.0,12006.0,,2500.0,65.0,31227.0,6269.0,3433.0,16.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2004,浙江省,丽水市,330000,331100,东部,东南侧,2645690.0,10582.0,14.9,1187398.0,1757376.0,342393.0,250.66,,251.57,13.0,3.77,9.31,161940.0,386772.0,91342.0,2681.0,46.87,37.57,617.0,,2051.0,,3325777.0,2581516.0,15615.0,,3432.0,91.0,101684.0,11981.0,6071.0,14.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2005,浙江省,丽水市,330000,331100,东部,东南侧,3059863.0,12189.0,13.8,1281010.0,1981604.0,348511.0,251.39,,252.54,14.0,3.99,9.65,200081.0,459142.0,100003.0,3230.0,44.82,40.85,757.0,130337.0,1943.0,,3743954.0,2868669.0,19093.0,,3706.0,145.0,115962.0,16470.0,8047.0,31.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2006,浙江省,丽水市,330000,331100,东部,东南侧,3553709.0,14104.0,13.8,1456513.0,2221743.0,458184.0,252.53,,253.5,14.0,3.86,9.99,249411.0,552968.0,119584.0,4141.0,46.06,41.31,868.0,153035.0,1926.0,,4684658.0,3337834.0,22028.0,,4158.0,142.0,141960.0,16141.0,10445.0,27.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2007,浙江省,丽水市,330000,331100,东部,东南侧,4338900.0,17133.0,15.9,1690689.0,2372576.0,539465.0,253.99,,254.47,15.0,4.37,10.11,326640.0,708755.0,159172.0,16437.0,46.53,41.85,1021.0,276049.0,2232.0,,5277448.0,4094095.0,33173.0,,4976.0,200.0,155255.0,15227.0,8054.0,38.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2008,浙江省,丽水市,330000,331100,东部,东南侧,5056756.0,22053.0,11.8,2029781.0,2488454.0,399930.0,255.43,,255.44,16.0,4.95,10.61,361476.0,857748.0,192204.0,19339.0,48.62,40.46,1357.0,272248.0,8102.0,,6323584.0,4705265.0,35732.0,,5207.0,202.0,170183.0,14789.0,7961.0,43.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2009,浙江省,丽水市,330000,331100,东部,东南侧,5465482.0,23717.0,10.6,2326212.0,2791922.0,413046.0,257.39,,256.41,16.0,4.87,10.96,374198.0,1128670.0,215736.0,21086.0,47.77,41.49,1451.0,336352.0,2913.0,,9370313.0,6723034.0,34402.0,134.0,5614.0,216.0,193302.0,13853.0,7945.0,61.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2010,浙江省,丽水市,330000,331100,东部,东南侧,6632932.0,31296.0,12.9,2661269.0,3203769.0,477296.0,259.65,,258.52,17.0,5.18,11.39,449423.0,1352045.0,239969.0,24478.0,49.54,40.97,1654.0,973833.0,3751.0,,11282262.0,8214569.0,35584.0,137.0,5697.0,225.0,250518.0,13372.0,6926.0,67.0,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2011,浙江省,丽水市,330000,331100,东部,东南侧,7982174.0,37706.0,11.5,3158871.0,3584661.0,546439.0,251.3,,255.5,18.0,5.77,12.33,573620.0,1542833.0,282557.0,29826.0,50.33,40.57,916.0,1199302.0,4430.0,,12935583.0,9589909.0,36599.0,146.0,5722.0,255.0,301300.0,28382.0,7720.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2012,浙江省,丽水市,330000,331100,东部,东南侧,8941046.0,42244.0,10.5,3710850.0,4719756.0,849937.0,262.6,,262.0,19.0,5.75,12.94,646121.0,1679410.0,367288.0,35420.0,50.27,40.85,1100.0,1291783.0,10386.0,,13587442.0,11010440.0,38114.0,145.0,5732.0,281.0,380000.0,28019.0,7436.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2013,浙江省,丽水市,330000,331100,东部,东南侧,9830769.0,37238.0,9.95,4208041.0,5704170.0,1188806.0,263.9,,263.3,18.0,4.96,12.92,736997.0,1953767.0,385272.0,38239.0,50.64,40.75,1202.0,1481747.0,12784.0,,15851238.0,12868050.0,39750.0,259.0,5731.0,296.0,450000.0,26816.0,6246.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2014,浙江省,丽水市,330000,331100,东部,东南侧,10517517.0,49459.0,7.0,4763502.0,6650781.0,1576262.0,265.7,,264.8,18.0,4.45,13.25,809573.0,2172733.0,421880.0,46070.0,48.07,43.51,1161.0,1447421.0,17838.0,,17418095.0,14044944.0,39738.0,149.0,4479.0,289.0,510000.0,26248.0,6127.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2015,浙江省,丽水市,330000,331100,东部,东南侧,11032922.0,51676.0,6.37,5192792.0,7515212.0,1582693.0,266.38,,266.01,18.0,4.39,14.03,945064.0,2793261.0,522659.0,54488.0,45.67,46.05,1115.0,1309270.0,21886.0,,18381597.0,14918101.0,37614.0,141.0,4017.0,294.0,570000.0,24228.0,5710.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2016,浙江省,丽水市,330000,331100,东部,东南侧,12102414.0,56238.0,7.12,5716390.0,8416456.0,1676083.0,268.0,,267.0,18.0,4.08,14.3,1035668.0,3416717.0,589829.0,63560.0,44.9,47.2,1115.0,1371896.0,22130.0,,20378684.0,15434467.0,36724.0,,3244.0,305.0,660000.0,11616.0,3757.0,,,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2017,浙江省,丽水市,330000,331100,东部,东南侧,12509200.0,57500.0,7.64,6359616.0,,1904634.0,269.0,,269.0,19.0,4.15,14.8,1129055.0,3786403.0,670110.0,72667.0,43.165,49.51,849.0,810700.0,21665.0,,22134384.0,17220622.0,21046.0,,2556.0,268.0,770000.0,9501.0,3013.0,,29.0,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2018,浙江省,丽水市,330000,331100,东部,东南侧,13946650.0,63611.0,8.17,6829087.0,,2023334.0,270.0,,270.0,19.0,4.42,14.52,1300106.0,4320191.0,689280.0,93193.0,41.43,51.82,891.0,734683.0,10691.0,2259051.0,24882259.0,19223737.0,21008.0,,2074.0,263.0,880000.0,6908.0,2603.0,,25.0,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2019,浙江省,丽水市,330000,331100,东部,东南侧,14770000.0,66936.0,8.25,7379466.0,,2154911.0,271.0,,270.0,20.0,4.35,15.11,1398293.0,5264959.0,766949.0,114303.0,38.68,54.52,1105.0,917963.0,12079.0,2673689.0,29549692.0,22328464.0,20952.0,,2315.0,264.0,990000.0,4216.0,2620.0,,23.0,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2020,浙江省,丽水市,330000,331100,东部,东南侧,15400000.0,61811.0,3.35,7274834.0,,,270.5,,,21.0,,,1438556.0,5270971.0,839689.0,114952.0,36.04,57.14,1207.0,1175099.0,,3007088.0,34741834.0,27637184.0,21920.0,,1447.0,270.0,1045000.0,956.0,,,20.0,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2021,浙江省,丽水市,330000,331100,东部,东南侧,17100000.0,68101.0,8.3,7728747.0,,,270.0,90.0,,21.0,,,1639653.0,5456911.0,870065.0,134809.0,37.25,56.43,1398.0,1457459.0,,2873711.0,38883712.0,32776973.0,34993.0,,834.0,275.0,1100000.0,850.0,,,21.0,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2022,浙江省,丽水市,330000,331100,东部,东南侧,18310000.0,72812.0,4.0,8048445.0,,,269.0,93.0,,21.0,,,1708624.0,6071018.0,923197.0,160453.0,38.56,55.01,1588.0,1157961.0,,2892552.0,46244977.0,39394648.0,41758.0,,690.0,285.0,,765.0,,,19.0,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
2023,浙江省,丽水市,330000,331100,东部,东南侧,19640000.0,77908.0,7.5,8716386.0,,,,,,,,,1860556.0,6536540.0,973785.0,194878.0,37.67,56.47,,1078633.0,,3129559.0,56331484.0,47158285.0,49865.0,,,301.0,,721.0,,,20.0,0,0,0,0,0,0,1,3,2020,0,0,0,0,0,0
1990,安徽省,合肥市,340000,340100,中部,东南侧,581900.0,1547.0,,333572.0,88824.0,,380.88,,376.14,,47.77,39.32,79001.0,38817.0,,,45.3,25.967,,,531.0,,,,25583.0,,1463.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1991,安徽省,合肥市,340000,340100,中部,东南侧,596900.0,1556.0,,362259.0,118241.0,,386.1,,383.49,,49.57,41.79,68916.0,43684.0,,,48.903,27.827,,,681.0,,,,25454.0,,1272.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1992,安徽省,合肥市,340000,340100,中部,东南侧,837328.0,2226.0,,410271.0,166306.0,,392.16,,389.16,,56.58,47.44,84707.0,41208.0,9208.0,,48.59,28.92,,,2974.0,,,,28756.0,,1306.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1993,安徽省,合肥市,340000,340100,中部,东南侧,1077755.0,2896.0,,458295.0,226935.0,,397.08,,394.83,,63.58,53.1,105016.0,43803.0,10351.0,,48.278,30.012,,,5267.0,,,,32057.0,,1341.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1994,安徽省,合肥市,340000,340100,中部,东南侧,1318183.0,3566.0,,600164.0,338894.0,,402.71,,400.49,232.0,70.59,58.75,126447.0,75352.0,16676.0,,47.966,31.105,,,7560.0,,,,34904.0,,1375.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1995,安徽省,合肥市,340000,340100,中部,东南侧,1675816.0,4236.0,20.4,784402.0,589568.0,116192.0,411.11,,406.16,234.0,72.81,56.42,147877.0,106902.0,23000.0,,47.2,34.0,,,29470.0,,,,35709.0,,1409.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1996,安徽省,合肥市,340000,340100,中部,东南侧,2115886.0,4906.0,18.1,960638.0,385080.0,115981.0,416.47,,411.83,243.0,71.71,60.78,169308.0,138452.0,29325.0,,47.2,36.0,,,16131.0,,,,37108.0,,1444.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1997,安徽省,合肥市,340000,340100,中部,东南侧,2489887.0,5577.0,16.3,1142868.0,528600.0,149051.0,422.31,,417.5,261.0,77.46,70.16,190739.0,170001.0,35650.0,,46.76,36.68,,,5053.0,,,,39311.0,,1478.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1998,安徽省,合肥市,340000,340100,中部,东南侧,2704736.0,6247.0,11.8,1229958.0,532243.0,155689.0,425.98,,423.17,50.0,21.65,27.73,212169.0,201550.0,41974.0,,46.5,38.7,,,15248.0,,,,41510.0,,1542.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
1999,安徽省,合肥市,340000,340100,中部,东南侧,2944484.0,6917.0,11.3,1344140.0,855962.0,230055.0,429.95,,428.83,47.0,18.56,27.44,233600.0,233100.0,48299.0,,47.5,40.3,368.0,,26310.0,,,,48017.0,,4289.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2000,安徽省,合肥市,340000,340100,中部,东南侧,3247340.0,7587.0,10.5,1482700.0,927775.0,230473.0,438.18,,434.5,44.0,17.2,26.08,243800.0,257800.0,54624.0,,48.6,40.0,365.0,,12743.0,,,,69020.0,,4465.0,,,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2001,安徽省,合肥市,340000,340100,中部,东南侧,3634412.0,8257.0,11.8,1645991.0,1243629.0,255431.0,442.16,,440.17,43.0,16.14,26.34,276900.0,310200.0,60949.0,,49.3,40.22,365.0,,17600.0,,,,84159.0,,4600.0,73.0,157948.0,,,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2002,安徽省,合肥市,340000,340100,中部,东南侧,4128065.0,9274.0,13.1,1847692.0,1525739.0,400170.0,448.1,,446.28,42.0,15.44,25.68,291200.0,364600.0,67273.0,,50.33,39.97,447.0,,18220.0,,,,119249.0,,5171.0,93.0,240095.0,,,60.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2003,安徽省,合肥市,340000,340100,中部,东南侧,4849623.0,10720.0,13.7,2074332.0,2551061.0,896970.0,456.6,,452.4,39.0,13.8,24.5,358694.0,464275.0,73598.0,1109.0,50.25,41.5,436.0,,26048.0,,10596221.0,10080852.0,152502.0,,5350.0,120.0,664255.0,24392.0,6994.0,73.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2004,安徽省,合肥市,340000,340100,中部,东南侧,5897000.0,13378.0,16.2,2397739.0,3614791.0,1383179.0,444.68,,458.51,38.0,12.97,24.55,449320.0,570603.0,94614.0,1286.0,50.4,40.44,492.0,,31598.0,,12959637.0,12106744.0,205059.0,,6010.0,165.0,423778.0,23922.0,6112.0,86.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2005,安徽省,合肥市,340000,340100,中部,东南侧,8535700.0,18960.0,16.9,3243930.0,4952700.0,1902896.0,455.7,,464.62,40.0,15.53,24.59,576372.0,734118.0,106470.0,1833.0,44.83,49.02,668.0,536012.0,40660.0,,15218529.0,14198674.0,242120.0,,6274.0,185.0,494968.0,24264.0,6462.0,78.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2006,安徽省,合肥市,340000,340100,中部,东南侧,10737600.0,23203.0,17.5,3843098.0,8167825.0,2806418.0,469.85,,470.74,46.0,19.18,26.14,794046.0,1028869.0,126376.0,2351.0,47.54,46.71,852.0,534552.0,72206.0,,18624600.0,17430100.0,272855.0,,6785.0,238.0,239882.0,27206.0,5502.0,98.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2007,安徽省,合肥市,340000,340100,中部,东南侧,13346102.0,28134.0,18.1,4690023.0,13104272.0,3850056.0,478.9,,476.85,48.0,19.49,28.38,1693175.0,1670789.0,184910.0,22700.0,48.97,45.24,1083.0,639728.0,101174.0,,22313309.0,21150833.0,295819.0,,7726.0,223.0,275022.0,24667.0,5054.0,99.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2008,安徽省,合肥市,340000,340100,中部,东南侧,16648400.0,34482.0,17.16,5883634.0,18386393.0,5654661.0,486.73,,482.97,50.0,19.78,29.83,2220776.0,2222517.0,248129.0,48088.0,50.15,43.53,1365.0,614030.0,120006.0,,27256789.0,26406068.0,325358.0,,12885.0,255.0,324680.0,27473.0,2093.0,76.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2009,安徽省,合肥市,340000,340100,中部,东南侧,21021200.0,41543.0,17.8,7034168.0,24684233.0,6703559.0,491.43,,489.08,63.0,27.31,35.31,1808977.0,2458575.0,300537.0,88094.0,52.56,42.26,1917.0,2000604.0,85746.0,,37353091.0,34925338.0,352091.0,716.0,15044.0,308.0,412092.0,30453.0,2036.0,83.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2010,安徽省,合肥市,340000,340100,中部,东南侧,27016100.0,54796.0,17.5,8390236.0,30669745.0,8190320.0,494.95,,493.19,71.0,32.93,38.07,2594283.0,3177157.0,370147.0,179637.0,53.92,41.17,2229.0,3823783.0,143016.0,,45417842.0,42140848.0,372576.0,753.0,18006.0,405.0,537615.0,31988.0,3290.0,85.0,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
2011,安徽省,合肥市,340000,340100,中部,东南侧,36366000.0,48563.0,15.4,11111188.0,33769652.0,8802885.0,706.1,,705.6,98.0,50.54,47.04,3385113.0,4748895.0,671066.0,190348.0,55.06,39.22,2054.0,3716045.0,181291.0,,57563020.0,52569251.0,409507.0,580.0,26891.0,576.0,776000.0,49497.0,5978.0,,,1,3,2017,0,0,0,1,1,2016,0,0,0,0,0,0
