city_id,admin_code_6,city_name_cn,province_code,province_name,prefecture_type,sample_tier,metric_year,period_end,geo_scope,data_status,gdp_current_100m,gdp_real_growth_pct,resident_population_10k,general_public_revenue_100m,general_public_expenditure_100m,gov_fund_revenue_100m,general_debt_limit_100m,general_debt_balance_100m,special_debt_limit_100m,special_debt_balance_100m,statutory_debt_limit_100m,statutory_debt_balance_100m,debt_limit_utilization_pct,statutory_debt_to_gdp_pct,statutory_debt_to_revenue_pct,statutory_debt_to_general_revenue_pct,fiscal_self_sufficiency_pct,fund_revenue_dependence_pct,gov_fund_to_general_revenue_pct,gov_fund_source_status,source_doc_id,source_grade,collection_status,lineage_complete_flag,note
CN-131000,131000,廊坊市,13,河北省,地级市,core,2019,2019-12-31,prefecture_whole,official_debt,3196.00,6.70,481.00,388.34,639.77,413.01,,158.65,,142.30,284.00,300.95,105.97,9.42,77.50,77.50,60.70,51.54,106.35,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-OFFICIAL-DEBT-HEBEI-LANGFANG-2019;SRC-B2-GOTOHUI-BALANCE-858016;SRC-B2-GOTOHUI-EXPENDITURE-246513;SRC-B2-GOTOHUI-GDP-274246;SRC-B2-GOTOHUI-GROWTH-145363;SRC-B2-GOTOHUI-REVENUE-246508;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-131100,131100,衡水市,13,河北省,地级市,core,2019,2019-12-31,prefecture_whole,official_debt,1505.00,6.80,457.00,122.05,394.28,97.74,,120.80,,133.72,304.79,254.52,83.51,16.91,208.54,208.54,30.96,44.47,80.08,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-OFFICIAL-DEBT-HEBEI-HENGSHUI-2019;SRC-B2-GOTOHUI-BALANCE-887559;SRC-B2-GOTOHUI-EXPENDITURE-246744;SRC-B2-GOTOHUI-GDP-887655;SRC-B2-GOTOHUI-GROWTH-145364;SRC-B2-GOTOHUI-REVENUE-246745;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140100,140100,太原市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,4029.00,6.60,380.00,386.62,610.55,558.39,,,,,590.60,566.70,95.95,14.07,146.58,146.58,63.32,59.09,144.43,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-BALANCE-3051241;SRC-B2-GOTOHUI-EXPENDITURE-274991;SRC-B2-GOTOHUI-GDP-261419;SRC-B2-GOTOHUI-GROWTH-145365;SRC-B2-GOTOHUI-POPULATION-9495;SRC-B2-GOTOHUI-REVENUE-274990;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140200,140200,大同市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1319.00,6.70,318.00,130.13,363.36,110.28,,,,,379.10,364.10,96.04,27.60,279.80,279.80,35.81,45.87,84.75,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-BALANCE-1235802;SRC-B2-GOTOHUI-EXPENDITURE-303104;SRC-B2-GOTOHUI-GDP-261395;SRC-B2-GOTOHUI-GROWTH-145366;SRC-B2-GOTOHUI-POPULATION-9489;SRC-B2-GOTOHUI-REVENUE-303103;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140300,140300,阳泉市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,719.00,5.00,132.00,57.39,132.26,16.64,,,,,158.20,161.60,102.15,22.48,281.58,281.58,43.39,22.48,28.99,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-EXPENDITURE-1243449;SRC-B2-GOTOHUI-GDP-261427;SRC-B2-GOTOHUI-GROWTH-145367;SRC-B2-GOTOHUI-POPULATION-9370;SRC-B2-GOTOHUI-REVENUE-1243448;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140400,140400,长治市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1640.00,6.00,340.00,161.95,354.51,79.63,,,,,227.53,200.90,88.30,12.25,124.05,124.05,45.68,32.96,49.17,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-BALANCE-1251189;SRC-B2-GOTOHUI-EXPENDITURE-303829;SRC-B2-GOTOHUI-GDP-261435;SRC-B2-GOTOHUI-GROWTH-145368;SRC-B2-GOTOHUI-REVENUE-303828;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140500,140500,晋城市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1355.00,6.50,222.00,138.21,252.52,54.67,,,,,142.30,128.30,90.16,9.47,92.83,92.83,54.73,28.34,39.56,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-EXPENDITURE-1254840;SRC-B2-GOTOHUI-GDP-261399;SRC-B2-GOTOHUI-GROWTH-145369;SRC-B2-GOTOHUI-POPULATION-9291;SRC-B2-GOTOHUI-REVENUE-1254839;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140600,140600,朔州市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,reported,1062.00,6.50,160.35,92.29,192.92,40.93,,,,,182.46,149.50,81.94,14.08,161.99,161.99,47.84,30.72,44.35,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-EXPENDITURE-1256460;SRC-B2-GOTOHUI-GDP-261415;SRC-B2-GOTOHUI-GROWTH-145370;SRC-B2-GOTOHUI-POPULATION-9216;SRC-B2-GOTOHUI-REVENUE-1256459;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2019年朔州市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
CN-140700,140700,晋中市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1460.00,6.30,335.00,163.01,371.06,99.00,,,,,376.35,346.00,91.94,23.70,212.26,212.26,43.93,37.78,60.73,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-EXPENDITURE-1278916;SRC-B2-GOTOHUI-GDP-261403;SRC-B2-GOTOHUI-GROWTH-145371;SRC-B2-GOTOHUI-POPULATION-9186;SRC-B2-GOTOHUI-REVENUE-1227045;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140800,140800,运城市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1563.00,6.30,478.91,86.63,374.19,57.74,,,,,206.18,191.80,93.03,12.27,221.40,221.40,23.15,39.99,66.65,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-EXPENDITURE-304804;SRC-B2-GOTOHUI-GDP-261431;SRC-B2-GOTOHUI-GROWTH-145372;SRC-B2-GOTOHUI-REVENUE-304803;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=resident_population_10k,gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-140900,140900,忻州市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1002.00,5.40,307.00,90.93,371.01,47.39,,,,,265.14,240.20,90.59,23.97,264.16,264.16,24.51,34.26,52.12,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-EXPENDITURE-1282604;SRC-B2-GOTOHUI-GDP-261423;SRC-B2-GOTOHUI-GROWTH-145373;SRC-B2-GOTOHUI-POPULATION-9137;SRC-B2-GOTOHUI-REVENUE-1282605;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-141000,141000,临汾市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1453.00,6.00,432.00,138.06,411.20,44.70,,,,,329.67,303.70,92.12,20.90,219.98,219.98,33.57,24.46,32.38,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-BALANCE-3051245;SRC-B2-GOTOHUI-EXPENDITURE-1245581;SRC-B2-GOTOHUI-GDP-261407;SRC-B2-GOTOHUI-GROWTH-145374;SRC-B2-GOTOHUI-POPULATION-9180;SRC-B2-GOTOHUI-REVENUE-1245579;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-141100,141100,吕梁市,14,山西省,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1512.00,5.70,394.00,192.66,430.66,27.11,,,,,316.57,252.30,79.70,16.69,130.96,130.96,44.74,12.34,14.07,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-RATING-SHANXI-2019-2021;SRC-B2-GOTOHUI-BALANCE-3051246;SRC-B2-GOTOHUI-EXPENDITURE-1294890;SRC-B2-GOTOHUI-GDP-261411;SRC-B2-GOTOHUI-GROWTH-145375;SRC-B2-GOTOHUI-POPULATION-9284;SRC-B2-GOTOHUI-REVENUE-1294889;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,needs_review,true,"已接入评级报告或其他二手公开来源的债务补缺值；不等同于官方决算数据，必须回到财政/人大预算决算或官方债务表复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150100,150100,呼和浩特市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,2791.00,5.50,247.00,203.12,417.92,164.62,,,,,942.32,899.52,95.46,32.23,442.85,442.85,48.60,44.77,81.05,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-CEIC-CN-150100;SRC-B2-GOTOHUI-BALANCE-1108402;SRC-B2-GOTOHUI-EXPENDITURE-273887;SRC-B2-GOTOHUI-GDP-273869;SRC-B2-GOTOHUI-GROWTH-145376;SRC-B2-GOTOHUI-POPULATION-9580;SRC-B2-GOTOHUI-REVENUE-273886;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150200,150200,包头市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,2714.00,6.00,224.00,151.82,364.53,95.23,,,,,962.44,930.11,96.64,34.27,612.64,612.64,41.65,38.55,62.73,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-CEIC-CN-150200-COMPONENTS;SRC-B2-GOTOHUI-BALANCE-1110085;SRC-B2-GOTOHUI-EXPENDITURE-276140;SRC-B2-GOTOHUI-GDP-276087;SRC-B2-GOTOHUI-GROWTH-145377;SRC-B2-GOTOHUI-POPULATION-9484;SRC-B2-GOTOHUI-REVENUE-276139;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150300,150300,乌海市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,551.00,9.50,56.00,46.48,102.97,4.25,,,,,199.80,189.77,94.98,34.44,408.28,408.28,45.14,8.38,9.14,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-CEIC-CN-150300;SRC-B2-GOTOHUI-BALANCE-1117952;SRC-B2-GOTOHUI-EXPENDITURE-1118056;SRC-B2-GOTOHUI-GDP-1117810;SRC-B2-GOTOHUI-GROWTH-145378;SRC-B2-GOTOHUI-POPULATION-9322;SRC-B2-GOTOHUI-REVENUE-1118055;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150400,150400,赤峰市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1708.00,5.10,460.00,110.40,545.22,125.38,,,,,455.25,430.00,94.45,25.18,389.49,389.49,20.25,53.18,113.57,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-CEIC-CN-150400;SRC-B2-GOTOHUI-BALANCE-1123825;SRC-B2-GOTOHUI-EXPENDITURE-1123982;SRC-B2-GOTOHUI-FUND-1124867;SRC-B2-GOTOHUI-GDP-274251;SRC-B2-GOTOHUI-GROWTH-145379;SRC-B2-GOTOHUI-POPULATION-9280;SRC-B2-GOTOHUI-REVENUE-1123981;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150500,150500,通辽市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,official_debt,1267.00,4.00,318.00,76.22,379.31,28.03,389.85,389.89,88.97,79.81,478.82,469.70,98.10,37.07,616.24,616.24,20.09,26.89,36.78,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-TONGLIAO-2019;SRC-B2-GOTOHUI-BALANCE-1112203;SRC-B2-GOTOHUI-EXPENDITURE-1112098;SRC-B2-GOTOHUI-GDP-1112350;SRC-B2-GOTOHUI-GROWTH-145380;SRC-B2-GOTOHUI-POPULATION-9324;SRC-B2-GOTOHUI-REVENUE-1112097;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150600,150600,鄂尔多斯市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,official_debt,3605.00,4.00,163.00,501.02,626.68,34.42,1491.09,1467.10,96.98,70.59,1588.07,1537.69,96.83,42.65,306.91,306.91,79.95,6.43,6.87,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ORDOS-2019;SRC-B2-GOTOHUI-BALANCE-1114551;SRC-B2-GOTOHUI-EXPENDITURE-1114966;SRC-B2-GOTOHUI-GDP-1113185;SRC-B2-GOTOHUI-GROWTH-145381;SRC-B2-GOTOHUI-POPULATION-9277;SRC-B2-GOTOHUI-REVENUE-1114953;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150700,150700,呼伦贝尔市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,secondary_debt,1193.00,2.70,256.00,83.96,459.80,30.52,,,,,452.81,418.23,92.36,35.06,498.13,498.13,18.26,26.66,36.35,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-SECONDARY-CEIC-CN-150700;SRC-B2-GOTOHUI-BALANCE-1119757;SRC-B2-GOTOHUI-EXPENDITURE-1119589;SRC-B2-GOTOHUI-GDP-1119934;SRC-B2-GOTOHUI-GROWTH-145382;SRC-B2-GOTOHUI-POPULATION-9469;SRC-B2-GOTOHUI-REVENUE-1119588;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,D,needs_review,true,"已接入商业数据库公开城市债务页的 provisional 补缺值；经济财政字段与债务字段来源状态分开记录，必须回到官方预算/决算或统计公报复核。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-150800,150800,巴彦淖尔市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,reported,875.00,5.20,169.38,55.69,305.39,16.09,271.93,270.71,61.46,62.15,333.39,332.86,99.84,38.04,597.70,597.70,18.24,22.42,28.89,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-BAYANNUR-2019;SRC-B2-GOTOHUI-BALANCE-1116763;SRC-B2-GOTOHUI-EXPENDITURE-1116569;SRC-B2-GOTOHUI-GDP-1116925;SRC-B2-GOTOHUI-GROWTH-145383;SRC-B2-GOTOHUI-POPULATION-9319;SRC-B2-GOTOHUI-REVENUE-1116568;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"官方公开债务表原值已入表，但存在明确记录的限额/余额内部勾稽异常；内蒙古2019年官方决算表原值保留：巴彦淖尔市专项债务余额62.1546318949亿元高于专项债务限额61.46亿元；该内部勾稽异常未按其他来源改写，待财政部门更正或解释。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2019年巴彦淖尔市官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
CN-150900,150900,乌兰察布市,15,内蒙古自治区,地级市,core,2019,2019-12-31,prefecture_whole,official_debt,808.00,6.20,270.00,49.86,371.21,38.82,509.33,486.56,109.27,109.24,618.60,595.80,96.31,73.74,1194.95,1194.95,13.43,43.78,77.86,城市财政局官方预算执行报告（全市口径）,SRC-CITY-PANEL-1990-2023;SRC-B2-CITY-YEARBOOK-2020;SRC-OFFICIAL-DEBT-INNER-MONGOLIA-ULANQAB-2019;SRC-B2-GOTOHUI-BALANCE-1125854;SRC-B2-GOTOHUI-EXPENDITURE-1125691;SRC-B2-GOTOHUI-GDP-1126055;SRC-B2-GOTOHUI-GROWTH-145384;SRC-B2-GOTOHUI-POPULATION-9172;SRC-B2-GOTOHUI-REVENUE-1125690;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,A2,needs_review,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2019年第三方公开研究面板 D 级临时值（字段=gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。"
CN-152200,152200,兴安盟,15,内蒙古自治区,盟,extended,2019,2019-12-31,prefecture_whole,preliminary,520.06,7.10,143.54,43.01,279.47,16.16,220.09,218.82,61.60,60.12,281.69,278.94,99.02,53.64,648.55,648.55,15.39,27.31,37.57,城市财政局官方预算执行报告（全市口径）,SRC-OFFICIAL-DEBT-INNER-MONGOLIA-XINGAN-2019;SRC-B2-HONGHEIKU-CITY-BULLETIN-CN-152200-2019;SRC-B2-GOTOHUI-BALANCE-1133632;SRC-B2-GOTOHUI-EXPENDITURE-1133391;SRC-B2-GOTOHUI-GDP-1133823;SRC-B2-GOTOHUI-GROWTH-161511;SRC-B2-GOTOHUI-POPULATION-9328;SRC-B2-GOTOHUI-REVENUE-1133393;SRC-D-DACHUANG-CITY-PANEL-2015-2024;SRC-D-HAIDATAS-NATIONAL-CITY-ECONOMIC-2015-2021,B2,extracted,true,"已从省级财政厅官方地级行政单元债务明细表提取；经济财政字段与债务字段的来源状态分开记录。；已接入2019年第三方公开研究面板 D 级临时值（字段=resident_population_10k,gov_fund_revenue_100m,statutory_debt_limit_100m,statutory_debt_balance_100m）；仅用于原始空缺覆盖，待官方统计年鉴/公报复核，不计入高等级定稿率。；已接入2019年兴安盟官方预算执行报告；财政三项字段为全市快报数，保留execution状态，不改写为最终决算。"
