risk_metric_id,city_id,metric_year,period_end,geo_scope,metric_code,metric_name_cn,metric_value,unit,value_origin,calculation_id,data_status,source_doc_id,source_grade,note
RISK-CN-350400-2019-gov_fund_dependence,CN-350400,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350400-2019-tax_share,CN-350400,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350500-2019-statutory_debt_to_gdp,CN-350500,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,14.42,%,calculated,CAL-CN-350500-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350500-2019-statutory_debt_to_general_revenue,CN-350500,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,313.43,%,calculated,CAL-CN-350500-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350500-2019-debt_limit_utilization,CN-350500,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350500-2019-fiscal_self_sufficiency,CN-350500,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,69.54,%,calculated,CAL-CN-350500-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350500-2019-gov_fund_dependence,CN-350500,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350500-2019-tax_share,CN-350500,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350600-2019-statutory_debt_to_gdp,CN-350600,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,15.79,%,calculated,CAL-CN-350600-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350600-2019-statutory_debt_to_general_revenue,CN-350600,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,341.34,%,calculated,CAL-CN-350600-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350600-2019-debt_limit_utilization,CN-350600,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350600-2019-fiscal_self_sufficiency,CN-350600,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,49.82,%,calculated,CAL-CN-350600-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350600-2019-gov_fund_dependence,CN-350600,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350600-2019-tax_share,CN-350600,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350700-2019-statutory_debt_to_gdp,CN-350700,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,18.56,%,calculated,CAL-CN-350700-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350700-2019-statutory_debt_to_general_revenue,CN-350700,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,384.25,%,calculated,CAL-CN-350700-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350700-2019-debt_limit_utilization,CN-350700,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350700-2019-fiscal_self_sufficiency,CN-350700,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,31.00,%,calculated,CAL-CN-350700-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350700-2019-gov_fund_dependence,CN-350700,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350700-2019-tax_share,CN-350700,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350800-2019-statutory_debt_to_gdp,CN-350800,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,24.51,%,calculated,CAL-CN-350800-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350800-2019-statutory_debt_to_general_revenue,CN-350800,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,421.93,%,calculated,CAL-CN-350800-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350800-2019-debt_limit_utilization,CN-350800,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350800-2019-fiscal_self_sufficiency,CN-350800,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,48.29,%,calculated,CAL-CN-350800-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350800-2019-gov_fund_dependence,CN-350800,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350800-2019-tax_share,CN-350800,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350900-2019-statutory_debt_to_gdp,CN-350900,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,17.46,%,calculated,CAL-CN-350900-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350900-2019-statutory_debt_to_general_revenue,CN-350900,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,337.61,%,calculated,CAL-CN-350900-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350900-2019-debt_limit_utilization,CN-350900,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350900-2019-fiscal_self_sufficiency,CN-350900,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,37.36,%,calculated,CAL-CN-350900-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,
RISK-CN-350900-2019-gov_fund_dependence,CN-350900,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-350900-2019-tax_share,CN-350900,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-FUJIAN-CITIES-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360100-2019-statutory_debt_to_gdp,CN-360100,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,15.06,%,calculated,CAL-CN-360100-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-NANCHANG-2019,A2,
RISK-CN-360100-2019-statutory_debt_to_general_revenue,CN-360100,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,176.62,%,calculated,CAL-CN-360100-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-NANCHANG-2019,A2,
RISK-CN-360100-2019-debt_limit_utilization,CN-360100,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-NANCHANG-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360100-2019-fiscal_self_sufficiency,CN-360100,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,57.19,%,calculated,CAL-CN-360100-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-NANCHANG-2019,A2,
RISK-CN-360100-2019-gov_fund_dependence,CN-360100,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-NANCHANG-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360100-2019-tax_share,CN-360100,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-NANCHANG-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360200-2019-statutory_debt_to_gdp,CN-360200,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,21.71,%,calculated,CAL-CN-360200-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JINGDEZHEN-2019,A2,
RISK-CN-360200-2019-statutory_debt_to_general_revenue,CN-360200,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,201.63,%,calculated,CAL-CN-360200-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JINGDEZHEN-2019,A2,
RISK-CN-360200-2019-debt_limit_utilization,CN-360200,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JINGDEZHEN-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360200-2019-fiscal_self_sufficiency,CN-360200,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,42.21,%,calculated,CAL-CN-360200-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JINGDEZHEN-2019,A2,
RISK-CN-360200-2019-gov_fund_dependence,CN-360200,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JINGDEZHEN-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360200-2019-tax_share,CN-360200,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JINGDEZHEN-2019,A2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360300-2019-statutory_debt_to_gdp,CN-360300,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,21.92,%,calculated,CAL-CN-360300-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-PINGXIANG-2019,B2,
RISK-CN-360300-2019-statutory_debt_to_general_revenue,CN-360300,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,194.09,%,calculated,CAL-CN-360300-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-PINGXIANG-2019,B2,
RISK-CN-360300-2019-debt_limit_utilization,CN-360300,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-PINGXIANG-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360300-2019-fiscal_self_sufficiency,CN-360300,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,38.08,%,calculated,CAL-CN-360300-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-PINGXIANG-2019,B2,
RISK-CN-360300-2019-gov_fund_dependence,CN-360300,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-PINGXIANG-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360300-2019-tax_share,CN-360300,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-PINGXIANG-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360400-2019-statutory_debt_to_gdp,CN-360400,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,20.87,%,calculated,CAL-CN-360400-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIUJIANG-2019,B2,
RISK-CN-360400-2019-statutory_debt_to_general_revenue,CN-360400,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,229.45,%,calculated,CAL-CN-360400-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIUJIANG-2019,B2,
RISK-CN-360400-2019-debt_limit_utilization,CN-360400,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIUJIANG-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360400-2019-fiscal_self_sufficiency,CN-360400,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,43.55,%,calculated,CAL-CN-360400-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIUJIANG-2019,B2,
RISK-CN-360400-2019-gov_fund_dependence,CN-360400,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIUJIANG-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360400-2019-tax_share,CN-360400,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIUJIANG-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360500-2019-statutory_debt_to_gdp,CN-360500,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,20.42,%,calculated,CAL-CN-360500-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-XINYU-2019,B2,
RISK-CN-360500-2019-statutory_debt_to_general_revenue,CN-360500,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,254.64,%,calculated,CAL-CN-360500-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-XINYU-2019,B2,
RISK-CN-360500-2019-debt_limit_utilization,CN-360500,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-XINYU-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360500-2019-fiscal_self_sufficiency,CN-360500,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,49.95,%,calculated,CAL-CN-360500-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-XINYU-2019,B2,
RISK-CN-360500-2019-gov_fund_dependence,CN-360500,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-XINYU-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360500-2019-tax_share,CN-360500,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-XINYU-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360600-2019-statutory_debt_to_gdp,CN-360600,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,20.90,%,calculated,CAL-CN-360600-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YINGTAN-2019,B2,
RISK-CN-360600-2019-statutory_debt_to_general_revenue,CN-360600,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,223.75,%,calculated,CAL-CN-360600-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YINGTAN-2019,B2,
RISK-CN-360600-2019-debt_limit_utilization,CN-360600,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YINGTAN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360600-2019-fiscal_self_sufficiency,CN-360600,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,56.69,%,calculated,CAL-CN-360600-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YINGTAN-2019,B2,
RISK-CN-360600-2019-gov_fund_dependence,CN-360600,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YINGTAN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360600-2019-tax_share,CN-360600,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YINGTAN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360700-2019-statutory_debt_to_gdp,CN-360700,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,18.18,%,calculated,CAL-CN-360700-2019-statutory_debt_to_gdp_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-JIANGXI-GANZHOU-2019,A1,
RISK-CN-360700-2019-statutory_debt_to_general_revenue,CN-360700,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,225.27,%,calculated,CAL-CN-360700-2019-statutory_debt_to_general_revenue_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-JIANGXI-GANZHOU-2019,A1,
RISK-CN-360700-2019-debt_limit_utilization,CN-360700,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,81.93,%,calculated,CAL-CN-360700-2019-debt_limit_utilization_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-JIANGXI-GANZHOU-2019,A1,
RISK-CN-360700-2019-fiscal_self_sufficiency,CN-360700,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,27.83,%,calculated,CAL-CN-360700-2019-fiscal_self_sufficiency_pct,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-JIANGXI-GANZHOU-2019,A1,
RISK-CN-360700-2019-gov_fund_dependence,CN-360700,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-JIANGXI-GANZHOU-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360700-2019-tax_share,CN-360700,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,official_debt,SRC-CITY-PANEL-1990-2023;SRC-OFFICIAL-DEBT-JIANGXI-GANZHOU-2019,A1,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360800-2019-statutory_debt_to_gdp,CN-360800,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,16.09,%,calculated,CAL-CN-360800-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIAN-2019,B2,
RISK-CN-360800-2019-statutory_debt_to_general_revenue,CN-360800,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,188.53,%,calculated,CAL-CN-360800-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIAN-2019,B2,
RISK-CN-360800-2019-debt_limit_utilization,CN-360800,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIAN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360800-2019-fiscal_self_sufficiency,CN-360800,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,32.79,%,calculated,CAL-CN-360800-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIAN-2019,B2,
RISK-CN-360800-2019-gov_fund_dependence,CN-360800,2019,2019-12-31,prefecture_whole,gov_fund_dependence,政府性基金收入依赖度,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIAN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360800-2019-tax_share,CN-360800,2019,2019-12-31,prefecture_whole,tax_share,税收收入占比,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-JIAN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360900-2019-statutory_debt_to_gdp,CN-360900,2019,2019-12-31,prefecture_whole,statutory_debt_to_gdp,法定债务/GDP,16.22,%,calculated,CAL-CN-360900-2019-statutory_debt_to_gdp_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YICHUN-2019,B2,
RISK-CN-360900-2019-statutory_debt_to_general_revenue,CN-360900,2019,2019-12-31,prefecture_whole,statutory_debt_to_general_revenue,法定债务/一般预算收入,177.10,%,calculated,CAL-CN-360900-2019-statutory_debt_to_general_revenue_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YICHUN-2019,B2,
RISK-CN-360900-2019-debt_limit_utilization,CN-360900,2019,2019-12-31,prefecture_whole,debt_limit_utilization,债务限额利用率,,%,,,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YICHUN-2019,B2,缺少分子或分母时为空；税收收入占比暂未采集。
RISK-CN-360900-2019-fiscal_self_sufficiency,CN-360900,2019,2019-12-31,prefecture_whole,fiscal_self_sufficiency,财政自给率,39.66,%,calculated,CAL-CN-360900-2019-fiscal_self_sufficiency_pct,secondary_debt,SRC-CITY-PANEL-1990-2023;SRC-SECONDARY-DEBT-JIANGXI-YICHUN-2019,B2,
